283	1.526627	8.798233	2.611435	0.105194	-0.144638	0.029648
288	1.471878	8.864883	2.578110	0.097183	-0.154251	0.022705
293	1.490921	8.826797	2.542404	0.091843	-0.157455	0.015228
298	1.438553	8.883926	2.549545	0.088104	-0.153717	0.002411
303	1.433792	8.881546	2.506699	0.088104	-0.146774	-0.004532
308	1.381424	8.879166	2.435287	0.085968	-0.140900	-0.014145
313	1.371902	8.902969	2.366257	0.089706	-0.127548	-0.023224
318	1.433792	8.864883	2.451950	0.090775	-0.119537	-0.027496
323	1.438553	8.812515	2.454330	0.094513	-0.103516	-0.024826
329	1.364761	8.822037	2.282944	0.095047	-0.090698	-0.021622
333	1.364761	8.822037	2.282944	0.098251	-0.074677	-0.017349
338	1.371902	8.814896	2.363876	0.099854	-0.059723	-0.012543
343	1.369522	8.700638	2.461472	0.103058	-0.048508	-0.010406
348	1.402847	8.707779	2.404343	0.104660	-0.040497	-0.004532
353	1.336197	8.676834	2.385300	0.103058	-0.035690	0.000809
358	1.438553	8.695877	2.368637	0.101456	-0.027679	0.008286
364	1.414749	8.676834	2.356735	0.097717	-0.025543	0.017899
368	1.424271	8.624466	2.349594	0.095581	-0.025543	0.022171
374	1.426651	8.672073	2.301987	0.090775	-0.027679	0.033386
379	1.509964	8.667313	2.299606	0.081696	-0.034088	0.037125
384	1.481400	8.755386	2.313889	0.070480	-0.043167	0.041931
389	1.526627	8.807755	2.206772	0.057663	-0.047974	0.047272
394	1.500443	8.905350	2.132980	0.046448	-0.066666	0.046204
399	1.517105	8.936295	2.166306	0.035233	-0.083221	0.041397
404	1.521866	8.983902	2.066330	0.026688	-0.101913	0.037125
409	1.495682	8.960098	2.078232	0.022415	-0.122208	0.030182
414	1.531387	8.981522	2.059189	0.014404	-0.141434	0.017365
419	1.505203	8.995804	2.056808	0.011200	-0.159592	0.012024
424	1.483780	9.029129	2.056808	0.004257	-0.168671	0.001877
429	1.438553	9.017227	2.013962	0.000519	-0.180420	-0.004532
434	1.431412	8.964859	2.011581	-0.001083	-0.185226	-0.012543
439	1.405228	8.886307	2.104416	-0.000549	-0.183090	-0.015213
444	1.395706	8.826797	2.113937	-0.003220	-0.179352	-0.016815
449	1.383804	8.812515	2.199631	-0.000549	-0.167068	-0.015747
454	1.388565	8.793472	2.209152	-0.003754	-0.156387	-0.013611
459	1.414749	8.767288	2.192490	-0.005356	-0.148376	-0.008270
464	1.407608	8.722061	2.221054	-0.008026	-0.136627	-0.002396
469	1.471878	8.745865	2.285324	-0.010162	-0.128082	0.006149
475	1.469498	8.800613	2.306747	-0.017105	-0.123810	0.017899
479	1.419510	8.802994	2.190109	-0.020309	-0.117401	0.028580
484	1.426651	8.814896	2.130600	-0.025116	-0.112595	0.036591
489	1.438553	8.893448	2.035385	-0.019775	-0.120605	0.040329
494	1.488541	8.872025	2.178207	-0.012833	-0.123810	0.044067
499	1.448074	8.883926	2.156784	-0.008026	-0.122208	0.047272
504	1.433792	8.945816	2.092514	-0.005890	-0.119003	0.048340
509	1.419510	8.988663	1.973495	0.001053	-0.115799	0.041931
515	1.379044	9.033890	1.978256	0.004257	-0.114731	0.032318
520	1.369522	9.064835	1.997299	0.012268	-0.119537	0.023773
534	1.390945	8.960098	2.009201	0.018143	-0.123810	0.014694
535	1.405228	8.988663	1.992538	0.026688	-0.128616	0.000809
536	1.407608	8.933914	1.935410	0.033630	-0.120605	-0.008804
540	1.362381	8.933914	1.968735	0.042709	-0.119003	-0.013611
545	1.383804	8.862503	1.963974	0.050186	-0.109390	-0.014679
550	1.409988	8.857742	2.013962	0.060867	-0.098709	-0.019485
555	1.367142	8.788712	2.080612	0.065674	-0.081085	-0.018417
560	1.390945	8.767288	2.073471	0.071014	-0.064529	-0.012009
565	1.393326	8.793472	2.085373	0.071014	-0.044235	-0.009872
570	1.364761	8.793472	2.147263	0.071548	-0.028748	-0.005600
575	1.395706	8.829178	2.182968	0.067276	-0.015930	-0.000793
580	1.388565	8.957718	2.268661	0.064606	0.005966	0.005615
585	1.417130	8.883926	2.216293	0.054993	0.013443	0.011490
590	1.438553	8.917252	2.232956	0.043777	0.020920	0.014694
595	1.445694	8.905350	2.202011	0.038437	0.023056	0.020035
600	1.438553	8.895828	2.121078	0.034698	0.018250	0.021103
605	1.371902	8.924393	2.132980	0.028824	0.015045	0.022705
610	1.371902	8.843460	2.071091	0.030960	0.003296	0.021103
615	1.355240	8.879166	2.044907	0.032028	-0.011658	0.024841
620	1.355240	8.831558	2.132980	0.033630	-0.021271	0.019501
626	1.407608	8.850601	2.042526	0.036301	-0.037292	0.020569
631	1.429031	8.872025	2.109177	0.037903	-0.052780	0.015762
635	1.383804	8.893448	2.099655	0.037903	-0.066132	0.015762
640	1.426651	8.941055	2.159164	0.039505	-0.084824	0.011490
645	1.419510	8.910110	2.087753	0.040573	-0.096573	0.008820
650	1.400467	8.855362	2.080612	0.044846	-0.107788	0.005615
655	1.393326	8.833939	2.171066	0.048050	-0.114731	0.002411
660	1.393326	8.843460	2.166306	0.052322	-0.114197	0.002411
666	1.383804	8.872025	2.211533	0.059265	-0.112061	-0.000793
671	1.440933	8.914871	2.180588	0.061935	-0.101379	0.001877
676	1.419510	8.926773	2.142502	0.068878	-0.090698	0.004013
681	1.362381	8.962479	2.175827	0.073685	-0.076813	0.005081
