286	1.298111	8.253128	4.658554	0.082230	-0.171341	0.295609
291	1.226700	8.231705	4.570480	0.114273	-0.171341	0.277451
295	1.174332	8.174576	4.501450	0.148987	-0.165466	0.258224
300	1.086258	8.107925	4.491928	0.184769	-0.155853	0.238464
305	1.019608	8.050797	4.472885	0.215744	-0.140900	0.216034
310	1.019608	8.055557	4.432419	0.246719	-0.127014	0.194138
315	1.021988	8.065079	4.446701	0.271286	-0.107254	0.171173
321	1.031509	8.098404	4.380051	0.291580	-0.089630	0.151947
326	1.017227	8.157913	4.444321	0.305466	-0.075745	0.134857
330	1.043411	8.155533	4.382431	0.317749	-0.063995	0.119370
336	1.057693	8.174576	4.482407	0.320419	-0.052246	0.104416
341	1.093399	8.260269	4.501450	0.313477	-0.045837	0.093201
346	1.086258	8.212662	4.530014	0.302261	-0.032486	0.087326
351	1.117203	8.188858	4.539536	0.286774	-0.022339	0.081985
356	1.112442	8.024612	4.434799	0.270752	-0.007385	0.080917
361	1.160049	7.938919	4.346725	0.250458	-0.003113	0.081985
366	1.231461	7.772293	4.220566	0.238708	-0.004181	0.088928
371	1.233841	7.641373	4.177719	0.230164	-0.011124	0.091064
376	1.233841	7.441422	4.211044	0.220551	-0.021805	0.104416
381	1.229080	7.336685	4.237228	0.212540	-0.036758	0.114563
386	1.271927	7.215286	4.168198	0.204529	-0.047974	0.128983
391	1.274307	7.146255	4.280075	0.195984	-0.060257	0.146072
396	1.307632	7.112930	4.291977	0.181564	-0.068802	0.163696
401	1.317154	7.041519	4.277695	0.163940	-0.075745	0.175980
406	1.324295	6.974869	4.325302	0.147919	-0.082153	0.189865
411	1.340958	6.967728	4.346725	0.129227	-0.082153	0.204285
416	1.362381	6.853470	4.361008	0.104660	-0.085358	0.216568
421	1.400467	6.763016	4.432419	0.079559	-0.090164	0.224045
426	1.452835	6.708267	4.413376	0.052856	-0.087494	0.234726
431	1.476639	6.708267	4.380051	0.022949	-0.092834	0.243271
437	1.481400	6.701126	4.439560	-0.008026	-0.094971	0.252884
441	1.495682	6.717789	4.465744	-0.037399	-0.096573	0.255020
446	1.464737	6.734451	4.401474	-0.069443	-0.101913	0.257690
451	1.502823	6.772537	4.422897	-0.099884	-0.097107	0.256622
456	1.517105	6.784439	4.330063	-0.127655	-0.099243	0.250748
461	1.467117	6.813004	4.401474	-0.149551	-0.098709	0.242203
467	1.538528	6.848709	4.508591	-0.175186	-0.094971	0.237930
472	1.659927	6.858231	4.522873	-0.199219	-0.094971	0.228851
477	1.705154	6.886795	4.444321	-0.218445	-0.084824	0.223511
482	1.714676	6.910599	4.444321	-0.233932	-0.076813	0.216568
487	1.714676	6.910599	4.237228	-0.240341	-0.077347	0.212830
501	1.736099	6.943924	4.270554	-0.240341	-0.076813	0.203217
